group,routeHash,routePreview,firstEdge,lastEdge,edgeCount,vehicleCount,meanPredDuration,meanTruthDuration,bias,MAE,RMSE,medianAbsError,p90AbsError,p95AbsError,maxAbsError,underCount,overCount,underCliffCount,overCliffCount,underNearCliffCount,overNearCliffCount,severeAbsErrorGt1000Count,topAbsErrorVehicleID,topAbsErrorPredDuration,topAbsErrorTruthDuration,topAbsErrorSignedError,departMin,departMax,exposedModifiedSignals,modifiedSignalExposureRate
free_all,8522097d81df,E17 -> E11 -> -E10,E17,-E10,3,50,113.0,117.9,-4.9,4.9,4.985980344927164,5.0,6.0,6.0,8.0,50,0,0,0,0,0,0,free_all_veh_000899,89.0,97.0,-8.0,0.0,10000.0,J17,1.0
free_all,cfc82f1bba5a,E14 -> E13 -> E5,E14,E5,3,50,105.8,110.66,-4.86,4.86,4.961854492022111,5.0,6.0,7.0,8.0,50,0,0,0,0,0,0,free_all_veh_001282,100.0,108.0,-8.0,0.0,10000.0,J21;J22,1.0
free_all,a916eb9fd928,-E5 -> E0 -> E3,-E5,E3,3,50,86.0,90.78,-4.78,4.78,4.851803788283282,5.0,6.0,6.0,7.0,50,0,0,0,0,0,0,free_all_veh_000470,105.0,112.0,-7.0,0.0,10000.0,J22,1.0
free_all,18927aaae3eb,E18 -> E11 -> -E9,E18,-E9,3,50,113.0,117.62,-4.62,4.62,4.688283267892417,5.0,6.0,6.0,6.0,50,0,0,0,0,0,0,free_all_veh_000198,76.0,82.0,-6.0,0.0,10000.0,J17,1.0
free_all,e3621f02f2a0,-E5 -> -E13 -> -E14,-E5,-E14,3,50,95.82,100.4,-4.58,4.58,4.847679857416329,4.0,7.0,7.0,8.0,50,0,0,0,0,0,0,free_all_veh_001330,132.0,140.0,-8.0,0.0,10000.0,J21;J22,1.0
free_all,3f6007450fd6,E18 -> E16 -> E15 -> E4,E18,E4,4,50,96.54,97.52,-0.98,4.58,12.599206324209474,4.0,6.0,7.0,85.0,31,6,0,0,0,0,0,free_all_veh_000978,139.0,54.0,85.0,0.0,10000.0,,0.0
free_all,91530330da2b,-E4 -> -E0 -> -E13 -> -E14,-E4,-E14,4,50,167.06,170.62,-3.56,3.56,3.757658845611187,3.0,5.0,6.0,7.0,50,0,0,0,0,0,0,free_all_veh_001335,130.0,137.0,-7.0,0.0,10000.0,J21;J22,1.0
free_all,5706b7fad304,E10 -> -E11 -> E16 -> E19,E10,E19,4,50,131.0,134.54,-3.54,3.54,3.712142238654117,4.0,4.0,6.0,7.0,50,0,0,0,0,0,0,free_all_veh_000006,145.0,152.0,-7.0,0.0,10000.0,J17,1.0
free_all,7a1449444338,-E3 -> -E15 -> -E16 -> -E17,-E3,-E17,4,50,78.5,81.42,-2.92,3.08,4.445222154178574,2.0,8.0,9.0,13.0,38,3,0,0,0,0,0,free_all_veh_000889,96.0,109.0,-13.0,0.0,10000.0,,0.0
free_all,6caaaa0b7492,-E2 -> E0 -> E4,-E2,E4,3,50,92.12,92.44,-0.32,2.4,2.8495613697550013,2.0,5.0,5.0,6.0,16,31,0,0,0,0,0,free_all_veh_000917,47.0,53.0,-6.0,0.0,10000.0,J22,1.0
heavy_all,d91d5067468b,E9 -> -E11 -> E16 -> E15 -> E4,E9,E4,5,201,140.59701492537314,109.46268656716418,31.134328358208954,35.243781094527364,50.893802220679206,6.0,83.0,84.0,85.0,92,95,0,0,0,0,0,heavy_all_veh_003119,221.0,136.0,85.0,46000.0,56000.0,J17,1.0
heavy_all,9ad069c9b349,E9 -> -E12 -> E13 -> E5,E9,E5,4,201,93.87562189054727,125.4776119402985,-31.601990049751244,31.601990049751244,47.13703954972605,14.0,92.0,93.0,97.0,201,0,0,0,0,0,0,heavy_all_veh_003897,54.0,151.0,-97.0,46000.0,56000.0,J17;J21;J22,1.0
heavy_all,529f6a3ed00c,E9 -> -E12 -> E20 -> E15 -> -E0 -> E5,E9,E5,6,201,139.47761194029852,167.7462686567164,-28.26865671641791,28.26865671641791,45.961697226498266,10.0,97.0,97.0,104.0,201,0,0,0,0,0,0,heavy_all_veh_003814,110.0,214.0,-104.0,46000.0,56000.0,J17;J21;J22,1.0
heavy_all,cc35ab4813b4,E17 -> E16 -> E15 -> E3,E17,E3,4,201,87.09452736318408,99.56218905472637,-12.467661691542288,25.383084577114428,38.766811471177135,8.0,74.0,77.0,80.0,181,20,0,0,0,0,0,heavy_all_veh_007706,72.0,152.0,-80.0,46000.0,56000.0,,0.0
heavy_all,4130f8916f02,E18 -> E11 -> -E12 -> E13 -> E5,E18,E5,5,201,159.52238805970148,178.23383084577114,-18.71144278606965,18.71144278606965,30.973508179656108,11.0,16.0,96.0,100.0,201,0,0,0,0,0,0,heavy_all_veh_006310,121.0,221.0,-100.0,46000.0,56000.0,J17;J21;J22,1.0
heavy_all,36e8623f4e0a,E10 -> -E11 -> E16 -> E15 -> E4,E10,E4,5,201,169.34328358208955,152.60199004975124,16.741293532338307,17.70646766169154,34.56704495635873,2.0,74.0,76.0,78.0,39,141,0,0,0,0,0,heavy_all_veh_004232,209.0,131.0,78.0,46000.0,56000.0,J17,1.0
heavy_all,09ec625f32b1,E9 -> -E12 -> -E14,E9,-E14,3,201,60.55721393034826,78.22388059701493,-17.666666666666668,17.666666666666668,29.71146486255107,10.0,14.0,94.0,96.0,201,0,0,0,0,0,0,heavy_all_veh_001480,26.0,122.0,-96.0,46000.0,56000.0,J17;J21,1.0
heavy_all,0fc76bc3c2fc,-E2 -> -E13 -> E20 -> E19,-E2,E19,4,201,150.4726368159204,167.14427860696517,-16.671641791044777,16.671641791044777,30.77142500786932,8.0,12.0,94.0,97.0,201,0,0,0,0,0,0,heavy_all_veh_000960,111.0,208.0,-97.0,46000.0,56000.0,J21;J22,1.0
heavy_all,11b6fa0ab926,E10 -> -E12 -> E13 -> E5,E10,E5,4,201,103.19402985074628,116.33333333333333,-13.139303482587065,13.139303482587065,13.256932852538569,13.0,15.0,16.0,19.0,201,0,0,0,0,0,0,heavy_all_veh_001442,85.0,104.0,-19.0,46000.0,56000.0,J17;J21;J22,1.0
heavy_all,346fa50c7560,-E19 -> -E16 -> E11 -> -E10,-E19,-E10,4,201,72.28358208955224,85.22885572139303,-12.945273631840797,12.945273631840797,27.07847449718184,6.0,12.0,92.0,98.0,201,0,0,0,0,0,0,heavy_all_veh_000935,34.0,132.0,-98.0,46000.0,56000.0,J17,1.0
heavy_all,3f8e372d6db5,E14 -> E20 -> E19,E14,E19,3,201,104.19402985074628,109.85572139303483,-5.661691542288557,12.885572139303482,19.585251837855925,10.0,12.0,13.0,83.0,192,9,0,0,0,0,0,heavy_all_veh_001816,144.0,61.0,83.0,46000.0,56000.0,J21,1.0
heavy_all,a9fb59fe185d,-E2 -> -E13 -> -E14,-E2,-E14,3,201,58.850746268656714,70.5273631840796,-11.676616915422885,11.676616915422885,12.06099754131234,12.0,15.0,16.0,20.0,201,0,0,0,0,0,0,heavy_all_veh_003376,37.0,57.0,-20.0,46000.0,56000.0,J21;J22,1.0
heavy_all,e3621f02f2a0,-E5 -> -E13 -> -E14,-E5,-E14,3,201,96.06965174129353,106.98009950248756,-10.91044776119403,10.91044776119403,15.90847579091252,10.0,13.0,14.0,103.0,201,0,0,0,0,0,0,heavy_all_veh_002847,56.0,159.0,-103.0,46000.0,56000.0,J21;J22,1.0
heavy_all,55e9af98fb6e,-E4 -> -E15 -> -E16 -> -E18,-E4,-E18,4,201,72.59203980099502,83.08955223880596,-10.497512437810945,10.497512437810945,22.12267920762273,6.0,8.0,14.0,97.0,201,0,0,0,0,0,0,heavy_all_veh_002566,33.0,130.0,-97.0,46000.0,56000.0,,0.0
heavy_all,209c0f416794,E17 -> E11 -> -E12 -> E13 -> E5,E17,E5,5,201,187.6417910447761,197.86567164179104,-10.223880597014926,10.223880597014926,12.144855389744702,10.0,13.0,14.0,98.0,201,0,0,0,0,0,0,heavy_all_veh_007544,148.0,246.0,-98.0,46000.0,56000.0,J17;J21;J22,1.0
heavy_all,6ee37cdd0209,E9 -> -E11 -> -E18,E9,-E18,3,201,58.00995024875622,67.65174129353234,-9.64179104477612,9.64179104477612,14.035846077966875,8.0,12.0,14.0,79.0,201,0,0,0,0,0,0,heavy_all_veh_002137,26.0,105.0,-79.0,46000.0,56000.0,J17,1.0
heavy_all,bc9c2e0fd984,E18 -> E11 -> -E12 -> -E14,E18,-E14,4,201,149.20398009950247,158.22388059701493,-9.019900497512438,9.019900497512438,12.85723367258458,8.0,10.0,11.0,100.0,201,0,0,0,0,0,0,heavy_all_veh_008154,110.0,210.0,-100.0,46000.0,56000.0,J17;J21,1.0
heavy_all,1a4078e69256,E14 -> E12 -> -E9,E14,-E9,3,201,100.44278606965175,102.80597014925372,-2.36318407960199,8.960199004975124,17.543549224800127,6.0,7.0,9.0,83.0,193,8,0,0,0,0,0,heavy_all_veh_001076,140.0,57.0,83.0,46000.0,56000.0,J17;J21,1.0
heavy_all,e104febbb46d,-E19 -> -E20 -> E13 -> E5,-E19,E5,4,201,83.64179104477611,92.51243781094527,-8.870646766169154,8.870646766169154,11.494536881034083,8.0,11.0,11.0,82.0,201,0,0,0,0,0,0,heavy_all_veh_001426,54.0,136.0,-82.0,46000.0,56000.0,J21;J22,1.0
heavy_all,bb0c3598f044,-E19 -> E15 -> E4,-E19,E4,3,201,92.88059701492537,92.0,0.8805970149253731,8.482587064676617,10.29393870825707,7.0,12.0,13.0,81.0,114,87,0,0,0,0,0,heavy_all_veh_000400,62.0,143.0,-81.0,46000.0,56000.0,,0.0
heavy_all,a8e523103c04,-E3 -> -E0 -> -E13 -> -E14,-E3,-E14,4,201,133.49253731343285,141.318407960199,-7.825870646766169,8.104477611940299,13.554570010118505,8.0,10.0,11.0,95.0,182,19,0,0,0,0,0,heavy_all_veh_008065,93.0,188.0,-95.0,46000.0,56000.0,J21;J22,1.0
heavy_all,e6c16ff10116,-E4 -> -E0 -> E2,-E4,E2,3,201,73.35820895522389,81.363184079602,-8.00497512437811,8.00497512437811,8.10840728236541,8.0,10.0,10.0,13.0,201,0,0,0,0,0,0,heavy_all_veh_003674,34.0,47.0,-13.0,46000.0,56000.0,J22,1.0
heavy_all,11815a0a0294,E10 -> -E11 -> -E17,E10,-E17,3,201,91.363184079602,99.11442786069652,-7.751243781094527,7.751243781094527,7.917484901417817,8.0,10.0,11.0,15.0,201,0,0,0,0,0,0,heavy_all_veh_004969,72.0,87.0,-15.0,46000.0,56000.0,J17,1.0
heavy_all,11c3be71c875,-E19 -> -E16 -> -E17,-E19,-E17,3,201,65.51243781094527,72.6318407960199,-7.119402985074627,7.119402985074627,13.006121788607837,6.0,7.0,8.0,95.0,201,0,0,0,0,0,0,heavy_all_veh_001670,27.0,122.0,-95.0,46000.0,56000.0,,0.0
heavy_all,cfc82f1bba5a,E14 -> E13 -> E5,E14,E5,3,201,107.29353233830845,113.3731343283582,-6.079601990049751,6.079601990049751,6.217452566599157,6.0,8.0,8.0,11.0,201,0,0,0,0,0,0,heavy_all_veh_001405,127.0,138.0,-11.0,46000.0,56000.0,J21;J22,1.0
heavy_all,1018953d2ddc,-E3 -> -E0 -> E2,-E3,E2,3,201,112.43781094527363,118.37810945273633,-5.940298507462686,5.940298507462686,6.033076325577919,6.0,7.0,8.0,11.0,201,0,0,0,0,0,0,heavy_all_veh_000314,83.0,94.0,-11.0,46000.0,56000.0,J22,1.0
heavy_all,18927aaae3eb,E18 -> E11 -> -E9,E18,-E9,3,201,112.43781094527363,118.37810945273633,-5.940298507462686,5.940298507462686,6.074987459807297,6.0,7.0,8.0,13.0,201,0,0,0,0,0,0,heavy_all_veh_000157,103.0,116.0,-13.0,46000.0,56000.0,J17,1.0
heavy_all,a916eb9fd928,-E5 -> E0 -> E3,-E5,E3,3,201,90.59203980099502,96.43283582089552,-5.840796019900497,5.840796019900497,5.933294203012563,6.0,7.0,8.0,9.0,201,0,0,0,0,0,0,heavy_all_veh_002684,81.0,90.0,-9.0,46000.0,56000.0,J22,1.0
heavy_all,3b4ce934fe24,E17 -> E11 -> -E12 -> -E14,E17,-E14,4,201,177.44278606965173,183.273631840796,-5.830845771144278,5.830845771144278,5.943347801077867,6.0,7.0,8.0,9.0,201,0,0,0,0,0,0,heavy_all_veh_000286,168.0,177.0,-9.0,46000.0,56000.0,J17;J21,1.0
heavy_all,8fec84d97ae3,-E5 -> -E13 -> E20 -> E19,-E5,E19,4,201,198.29353233830847,204.10945273631842,-5.8159203980099505,5.8159203980099505,5.902609255227767,6.0,7.0,7.0,9.0,201,0,0,0,0,0,0,heavy_all_veh_006458,159.0,168.0,-9.0,46000.0,56000.0,J21;J22,1.0
heavy_all,1acb8cba4d57,-E2 -> -E13 -> E12 -> -E11 -> -E17,-E2,-E17,5,201,149.59203980099502,155.39303482587064,-5.800995024875622,5.800995024875622,10.734702177786357,5.0,7.0,7.0,97.0,201,0,0,0,0,0,0,heavy_all_veh_003173,110.0,207.0,-97.0,46000.0,56000.0,J17;J21;J22,1.0
heavy_all,31574ce50048,E14 -> E13 -> E0 -> E4,E14,E4,4,201,114.95522388059702,120.74626865671642,-5.791044776119403,5.791044776119403,8.543712593224441,5.0,8.0,9.0,91.0,201,0,0,0,0,0,0,heavy_all_veh_001735,95.0,186.0,-91.0,46000.0,56000.0,J21;J22,1.0
heavy_all,098e35e118ee,-E4 -> E3,-E4,E3,2,201,53.208955223880594,58.766169154228855,-5.557213930348259,5.557213930348259,5.700222567008487,5.0,7.0,8.0,12.0,201,0,0,0,0,0,0,heavy_all_veh_003466,20.0,32.0,-12.0,46000.0,56000.0,,0.0
heavy_all,5706b7fad304,E10 -> -E11 -> E16 -> E19,E10,E19,4,201,135.59203980099502,140.4179104477612,-4.825870646766169,4.825870646766169,5.0490134990345235,5.0,7.0,8.0,10.0,201,0,0,0,0,0,0,heavy_all_veh_001728,106.0,116.0,-10.0,46000.0,56000.0,J17,1.0
heavy_all,160fb44579b4,-E5 -> -E13 -> E12 -> -E11 -> -E18,-E5,-E18,5,201,200.92537313432837,205.47761194029852,-4.552238805970149,4.800995024875622,5.204762457481222,5.0,7.0,7.0,10.0,177,16,0,0,0,0,0,heavy_all_veh_002685,170.0,180.0,-10.0,46000.0,56000.0,J17;J21;J22,1.0
heavy_all,250f0d385d96,-E3 -> E4,-E3,E4,2,201,43.601990049751244,48.33830845771144,-4.736318407960199,4.736318407960199,5.062789823409609,4.0,7.0,8.0,13.0,201,0,0,0,0,0,0,heavy_all_veh_003265,20.0,33.0,-13.0,46000.0,56000.0,,0.0
heavy_all,91530330da2b,-E4 -> -E0 -> -E13 -> -E14,-E4,-E14,4,201,172.2537313432836,176.80597014925374,-4.552238805970149,4.621890547263682,5.034705424001255,5.0,7.0,8.0,11.0,187,4,0,0,0,0,0,heavy_all_veh_008100,132.0,143.0,-11.0,46000.0,56000.0,J21;J22,1.0
heavy_all,3f6007450fd6,E18 -> E16 -> E15 -> E4,E18,E4,4,201,104.33830845771145,100.13432835820896,4.203980099502488,4.373134328358209,5.052461101688919,4.0,8.0,9.0,10.0,7,186,0,0,0,0,0,heavy_all_veh_000199,137.0,127.0,10.0,46000.0,56000.0,,0.0
heavy_all,8522097d81df,E17 -> E11 -> -E10,E17,-E10,3,201,117.44278606965175,121.24875621890547,-3.8059701492537314,3.81592039800995,4.550982617640903,5.0,6.0,7.0,9.0,159,1,0,0,0,0,0,heavy_all_veh_007541,76.0,85.0,-9.0,46000.0,56000.0,J17,1.0
heavy_all,7a1449444338,-E3 -> -E15 -> -E16 -> -E17,-E3,-E17,4,201,79.17412935323384,80.8905472636816,-1.7164179104477613,2.6417910447761193,7.199018728046633,2.0,5.0,6.0,93.0,116,46,0,0,0,0,0,heavy_all_veh_006834,40.0,133.0,-93.0,46000.0,56000.0,,0.0
heavy_all,6caaaa0b7492,-E2 -> E0 -> E4,-E2,E4,3,201,94.3681592039801,93.53233830845771,0.835820895522388,1.3830845771144278,1.666169079951094,1.0,2.0,3.0,5.0,32,137,0,0,0,0,0,heavy_all_veh_001778,134.0,139.0,-5.0,46000.0,56000.0,J22,1.0
light_all_seed1,529f6a3ed00c,E9 -> -E12 -> E20 -> E15 -> -E0 -> E5,E9,E5,6,98,138.66326530612244,176.64285714285714,-37.97959183673469,37.97959183673469,63.25103854918922,10.0,98.0,101.0,273.0,98,0,0,0,0,0,0,light_all_seed1_veh_001354,94.0,367.0,-273.0,11014.43,20973.24,J17;J21;J22,1.0
light_all_seed1,9ad069c9b349,E9 -> -E12 -> E13 -> E5,E9,E5,4,98,99.3061224489796,137.0408163265306,-37.734693877551024,37.734693877551024,64.02088307253935,11.0,95.0,174.0,263.0,98,0,0,0,0,0,0,light_all_seed1_veh_001314,115.0,378.0,-263.0,11014.43,20973.24,J17;J21;J22,1.0
light_all_seed1,209c0f416794,E17 -> E11 -> -E12 -> E13 -> E5,E17,E5,5,98,190.0,218.42857142857142,-28.428571428571427,28.428571428571427,58.67273468927767,7.0,100.0,188.0,198.0,98,0,0,0,0,0,0,light_all_seed1_veh_001271,153.0,351.0,-198.0,11014.43,20973.24,J17;J21;J22,1.0
light_all_seed1,4130f8916f02,E18 -> E11 -> -E12 -> E13 -> E5,E18,E5,5,98,164.39795918367346,188.55102040816325,-24.153061224489797,24.153061224489797,43.79206432630441,9.0,96.0,101.0,195.0,98,0,0,0,0,0,0,light_all_seed1_veh_001021,122.0,317.0,-195.0,11014.43,20973.24,J17;J21;J22,1.0
light_all_seed1,09ec625f32b1,E9 -> -E12 -> -E14,E9,-E14,3,98,63.88775510204081,86.64285714285714,-22.755102040816325,22.755102040816325,46.357307945997036,8.0,90.0,98.0,190.0,96,0,0,0,0,0,0,light_all_seed1_veh_001357,34.0,224.0,-190.0,11014.43,20973.24,J17;J21,1.0
light_all_seed1,d91d5067468b,E9 -> -E11 -> E16 -> E15 -> E4,E9,E4,5,98,126.81632653061224,120.36734693877551,6.448979591836735,19.285714285714285,33.66643092798183,6.0,69.0,78.0,90.0,66,31,0,0,0,0,0,light_all_seed1_veh_000536,63.0,153.0,-90.0,11014.43,20973.24,J17,1.0
light_all_seed1,cc35ab4813b4,E17 -> E16 -> E15 -> E3,E17,E3,4,98,68.62244897959184,87.5,-18.877551020408163,18.877551020408163,31.62019504515868,8.0,74.0,75.0,79.0,96,0,0,0,0,0,0,light_all_seed1_veh_003196,70.0,149.0,-79.0,11014.43,20973.24,,0.0
light_all_seed1,6ee37cdd0209,E9 -> -E11 -> -E18,E9,-E18,3,98,60.80612244897959,75.86734693877551,-15.061224489795919,15.061224489795919,26.507988784284542,8.0,74.0,80.0,84.0,98,0,0,0,0,0,0,light_all_seed1_veh_001399,77.0,161.0,-84.0,11014.43,20973.24,J17,1.0
light_all_seed1,a9fb59fe185d,-E2 -> -E13 -> -E14,-E2,-E14,3,98,59.86734693877551,74.63265306122449,-14.76530612244898,14.76530612244898,26.04764081134287,8.0,18.0,86.0,91.0,98,0,0,0,0,0,0,light_all_seed1_veh_001449,69.0,160.0,-91.0,11014.43,20973.24,J21;J22,1.0
light_all_seed1,3b4ce934fe24,E17 -> E11 -> -E12 -> -E14,E17,-E14,4,98,179.73469387755102,194.23469387755102,-14.5,14.5,30.297336045081117,5.0,86.0,94.0,100.0,98,0,0,0,0,0,0,light_all_seed1_veh_001106,142.0,242.0,-100.0,11014.43,20973.24,J17;J21,1.0
light_all_seed1,346fa50c7560,-E19 -> -E16 -> E11 -> -E10,-E19,-E10,4,98,74.36734693877551,88.64285714285714,-14.275510204081632,14.275510204081632,27.710419465225993,6.0,16.0,93.0,99.0,98,0,0,0,0,0,0,light_all_seed1_veh_001345,40.0,139.0,-99.0,11014.43,20973.24,J17,1.0
light_all_seed1,11b6fa0ab926,E10 -> -E12 -> E13 -> E5,E10,E5,4,98,104.0204081632653,117.79591836734694,-13.775510204081632,13.775510204081632,22.17647218038403,10.0,16.0,84.0,94.0,98,0,0,0,0,0,0,light_all_seed1_veh_001237,70.0,164.0,-94.0,11014.43,20973.24,J17;J21;J22,1.0
light_all_seed1,bc9c2e0fd984,E18 -> E11 -> -E12 -> -E14,E18,-E14,4,98,153.76530612244898,167.40816326530611,-13.642857142857142,13.642857142857142,27.926835897847543,6.0,11.0,94.0,100.0,98,0,0,0,0,0,0,light_all_seed1_veh_003603,108.0,208.0,-100.0,11014.43,20973.24,J17;J21,1.0
light_all_seed1,0fc76bc3c2fc,-E2 -> -E13 -> E20 -> E19,-E2,E19,4,98,152.85714285714286,166.31632653061226,-13.459183673469388,13.479591836734693,27.85805859300731,6.0,10.0,95.0,98.0,97,1,0,0,0,0,0,light_all_seed1_veh_003871,108.0,206.0,-98.0,11014.43,20973.24,J21;J22,1.0
light_all_seed1,36e8623f4e0a,E10 -> -E11 -> E16 -> E15 -> E4,E10,E4,5,98,152.39795918367346,153.39795918367346,-1.0,13.16326530612245,26.834336821562427,5.0,66.0,75.0,91.0,68,24,0,0,0,0,0,light_all_seed1_veh_002592,108.0,199.0,-91.0,11014.43,20973.24,J17,1.0
light_all_seed1,e3621f02f2a0,-E5 -> -E13 -> -E14,-E5,-E14,3,98,91.3265306122449,102.10204081632654,-10.775510204081632,10.816326530612244,21.325466236499533,7.0,14.0,20.0,107.0,95,1,0,0,0,0,0,light_all_seed1_veh_001740,52.0,159.0,-107.0,11014.43,20973.24,J21;J22,1.0
light_all_seed1,31574ce50048,E14 -> E13 -> E0 -> E4,E14,E4,4,98,114.25510204081633,124.10204081632654,-9.846938775510203,9.846938775510203,20.800559254647997,5.0,9.0,82.0,93.0,98,0,0,0,0,0,0,light_all_seed1_veh_000300,69.0,162.0,-93.0,11014.43,20973.24,J21;J22,1.0
light_all_seed1,e104febbb46d,-E19 -> -E20 -> E13 -> E5,-E19,E5,4,98,87.51020408163265,96.98979591836735,-9.479591836734693,9.479591836734693,18.056317793085555,6.0,9.0,73.0,78.0,98,0,0,0,0,0,0,light_all_seed1_veh_001795,65.0,143.0,-78.0,11014.43,20973.24,J21;J22,1.0
light_all_seed1,8fec84d97ae3,-E5 -> -E13 -> E20 -> E19,-E5,E19,4,98,189.1326530612245,198.55102040816325,-9.418367346938776,9.418367346938776,20.939416985042094,5.0,7.0,85.0,95.0,98,0,0,0,0,0,0,light_all_seed1_veh_002194,151.0,246.0,-95.0,11014.43,20973.24,J21;J22,1.0
light_all_seed1,a8e523103c04,-E3 -> -E0 -> -E13 -> -E14,-E3,-E14,4,98,135.10204081632654,144.20408163265307,-9.10204081632653,9.10204081632653,17.753987767052593,6.0,13.0,18.0,96.0,97,0,0,0,0,0,0,light_all_seed1_veh_001136,92.0,188.0,-96.0,11014.43,20973.24,J21;J22,1.0
light_all_seed1,160fb44579b4,-E5 -> -E13 -> E12 -> -E11 -> -E18,-E5,-E18,5,98,189.83673469387756,198.5,-8.66326530612245,8.744897959183673,18.62711431636962,5.0,9.0,12.0,94.0,95,2,0,0,0,0,0,light_all_seed1_veh_001209,151.0,245.0,-94.0,11014.43,20973.24,J17;J21;J22,1.0
light_all_seed1,3f8e372d6db5,E14 -> E20 -> E19,E14,E19,3,98,92.20408163265306,100.57142857142857,-8.36734693877551,8.36734693877551,12.29484710381233,7.0,11.0,12.0,94.0,98,0,0,0,0,0,0,light_all_seed1_veh_002718,56.0,150.0,-94.0,11014.43,20973.24,J21,1.0
light_all_seed1,8522097d81df,E17 -> E11 -> -E10,E17,-E10,3,98,118.44897959183673,123.6734693877551,-5.224489795918367,7.244897959183674,18.19901320491452,4.0,6.0,14.0,91.0,83,10,0,0,0,0,0,light_all_seed1_veh_001104,86.0,177.0,-91.0,11014.43,20973.24,J17,1.0
light_all_seed1,7a1449444338,-E3 -> -E15 -> -E16 -> -E17,-E3,-E17,4,98,78.6938775510204,83.29591836734694,-4.6020408163265305,7.214285714285714,20.590516937539526,2.0,9.0,80.0,95.0,58,23,0,0,0,0,0,light_all_seed1_veh_000848,43.0,138.0,-95.0,11014.43,20973.24,,0.0
light_all_seed1,55e9af98fb6e,-E4 -> -E15 -> -E16 -> -E18,-E4,-E18,4,98,70.34693877551021,77.45918367346938,-7.112244897959184,7.112244897959184,14.557766704703418,5.0,7.0,9.0,95.0,98,0,0,0,0,0,0,light_all_seed1_veh_002361,36.0,131.0,-95.0,11014.43,20973.24,,0.0
